,source,target,value
2345,django-closuretree,django-autoconfig,1506.0
2346,django-closuretree,django,1506.0
2347,django-clubhouse,grappelli-safe,4645.0
2348,django-clubhouse,filebrowser-safe,4645.0
2349,django-clubhouse,easy-thumbnails,4645.0
2350,django-clubhouse,django-image-cropping,4645.0
2351,django-clubhouse,Mezzanine,4645.0
2352,djangocms-highlightjs,django,461.0
2353,djangocms-highlightjs,django-sekizai,461.0
2354,djangocms-highlightjs,django-cms,461.0
2355,django-concertina,Django,124.0
2356,django-constance,redis;,5302.0
2357,django-constance,django-picklefield;,5302.0
2358,django-crypto-fields,Django,446.0
2359,django-crypto-fields,pycrypto,446.0
2360,django-crypto-fields,django-extensions,446.0
2361,django-crypto-fields,unipath,446.0
2362,django-cumulus,pyrax,4459.0
2363,django-ddp,twine,3847.0
2364,django-ddp,sphinxcontrib-dashbuilder,3847.0
2365,django-ddp,Sphinx-PyPI-upload,3847.0
2366,django-ddp,Sphinx,3847.0
2367,django-ddp,Django,3847.0
2368,django-ddp,gevent,3847.0
2369,django-ddp,psycopg2,3847.0
2370,django-ddp,gevent,3847.0
2371,django-ddp,psycopg2cffi,3847.0
2372,django-ddp,gevent-websocket,3847.0
2373,django-ddp,six,3847.0
2374,django-ddp,pybars3,3847.0
2375,django-ddp,psycogreen,3847.0
2376,django-ddp,meteor-ejson,3847.0
2377,django-ddp,Django,3847.0
2378,django-deepzoom,django,817.0
2379,django-deepzoom,pillow,817.0
2380,django-deepzoom,six,817.0
2381,django-deepzoom,django,817.0
2382,django-deepzoom,pillow,817.0
2383,django-deepzoom,six,817.0
2384,django-deepzoom,django,817.0
2385,django-deepzoom,pillow,817.0
2386,django-deepzoom,six,817.0
2387,django-deepzoom,django,817.0
2388,django-deepzoom,pillow,817.0
2389,django-deepzoom,six,817.0
2390,django-deepzoom,django,817.0
2391,django-deepzoom,pillow,817.0
2392,django-deepzoom,six,817.0
2393,django-deepzoom,django,817.0
2394,django-deepzoom,pillow,817.0
2395,django-deepzoom,six,817.0
2396,django-deepzoom,django,817.0
2397,django-deepzoom,pillow,817.0
2398,django-deepzoom,six,817.0
2399,django-deepzoom,django,817.0
2400,django-deepzoom,pillow,817.0
2401,django-deepzoom,six,817.0
2402,django-deepzoom,django,817.0
2403,django-deepzoom,pillow,817.0
2404,django-deepzoom,six,817.0
2405,django-donations,django-environ,1760.0
2406,django-donations,py-moneyed,1760.0
2407,django-donations,requests,1760.0
2408,django-donations,djangorestframework,1760.0
2409,django-donations,django-timedeltafield,1760.0
2410,django-donations,django-money,1760.0
2411,django-donations,django-autoconfig,1760.0
2412,django-donations,django,1760.0
2413,django-dynamic-choices,Django,791.0
2414,django-dynamic-forms,Django,1326.0
2415,django-emoji,django,703.0
2416,django-envelope,Django,3695.0
2417,django-fancy-cache,six,966.0
2418,django-generate-secret-key,django,309.0
2419,django-generic-follow,django,566.0
2420,django-geohashing,django,330.0
2421,django-geohashing,requests,330.0
2422,django-geohashing,djangorestframework,330.0
2423,django-gift-registry,Django,474.0
2424,django-gift-registry,Pillow,474.0
2425,django-github-webhook,Django,211.0
2426,django-glitter,sorl-thumbnail,725.0
2427,django-glitter,django-mptt-admin,725.0
2428,django-glitter,django-mptt,725.0
2429,django-glitter,Django,725.0
2430,django-glitter-news,django-glitter,215.0
2431,django-grep-db,termcolor,948.0
2432,django-grep-db,django,948.0
2433,django-grep-db,colorama,948.0
2434,django-gulp,psutil,7148.0
2435,django-gulp,futures,7148.0
2436,django-gulp,env-tools,7148.0
2437,django-gulp,ansicolors,7148.0
2438,django-gum,six,1034.0
2439,django-gum,elasticsearch,1034.0
2440,django-gum,django,1034.0
2441,django-gum,celery,1034.0
2442,django_healthchecks,pytest-django,2317.0
2443,django_healthchecks,pytest-cov,2317.0
2444,django_healthchecks,pytest,2317.0
2445,django_healthchecks,six,2317.0
2446,django_healthchecks,Django,2317.0
2447,django-heroku-memcacheify,django-pylibmc,1910.0
2448,django-honeypot,setuptools,1604.0
2449,django-http-proxy,Django,1586.0
2450,django-image-renderer,django-picklefield,396.0
2451,django-image-renderer,Pillow,396.0
2452,django-import-data,pypandoc;,1089.0
2453,django-import-data,dicttoxml,1089.0
2454,django-import-data,django,1089.0
2455,django-import-data,lxml,1089.0
2456,django-informer,coverage;,1039.0
2457,django-informer,check-manifest;,1039.0
2458,django-iprestrict,django-templatetag-handlebars,442.0
2459,django-iprestrict,Django,442.0
2460,django-iprofile,python-iprofile,148.0
2461,django-isomorphic,Django,226.0
2462,django-jasmine,Django,844.0
2463,django-jellyglass,Django,213.0
2464,django-js-error-hook,django,359.0
2465,django-lazy-choices,isort,398.0
2466,django-lazy-choices,flake8,398.0
2467,django-lazy-choices,Django,398.0
2468,django-leaflet-storage,psycopg2,2260.0
2469,django-leaflet-storage,pillow,2260.0
2470,django-leaflet-storage,Django,2260.0
2471,django-lockdown,Django,2185.0
2472,django-lockdown,Django,2185.0
2473,django-login-canary,Django,121.0
2474,django-mailgun-mime,requests,1069.0
2475,django-media-explorer,django-ckeditor,1715.0
2476,django-media-explorer,Pillow,1715.0
2477,django-media-explorer,djangorestframework,1715.0
2478,django-media-explorer,micawber,1715.0
2479,django-media-explorer,django,1715.0
2480,django-modelsdoc,Sphinx,307.0
2481,django-modelsdoc,Django,307.0
2482,django-mongodb-engine-py3,pymongo,549.0
2483,django-mongodb-engine-py3,djangotoolbox,549.0
2484,django-mozilla-product-details,requests,1250.0
2485,django-mozilla-product-details,Django,1250.0
2486,django-mpesapy,Django,221.0
2487,django-multiurl,django,1046.0
2488,django-mutant,django-polymodels,643.0
2489,django-mutant,django-picklefield,643.0
2490,django-mutant,django,643.0
2491,django-mysql,Django,3440.0
2492,django-natural-key-cache,Django,287.0
2493,django-ninecms,pytz,626.0
2494,django-ninecms,django-mptt,626.0
2495,django-ninecms,django-guardian,626.0
2496,django-ninecms,bleach,626.0
2497,django-ninecms,Pillow,626.0
2498,django-ninecms,Django,626.0
2499,django-nsync,Django,2188.0
2500,django-nyt,six,1673.0
2501,django-nyt,django,1673.0
2502,django-offlinecdn,Django,111.0
2503,django-offlinecdn,beautifulsoup4,111.0
2504,django-offlinecdn,requests,111.0
2505,django_openstack_auth,six,38854.0
2506,django_openstack_auth,python-keystoneclient,38854.0
2507,django_openstack_auth,pbr,38854.0
2508,django_openstack_auth,oslo.policy,38854.0
2509,django_openstack_auth,oslo.config,38854.0
2510,django_openstack_auth,keystoneauth1,38854.0
2511,django_openstack_auth,Django,38854.0
2512,django-openstack-auth-kerberos,Babel,109.0
2513,django-openstack-auth-kerberos,Django,109.0
2514,django-openstack-auth-kerberos,django-openstack-auth,109.0
2515,django-openstack-auth-kerberos,python-keystoneclient-kerberos,109.0
2516,django-orm-sugar,django,547.0
2517,django-oscar,sorl-thumbnail,13003.0
2518,django-oscar,purl,13003.0
2519,django-oscar,pillow,13003.0
2520,django-oscar,phonenumbers,13003.0
2521,django-oscar,mock,13003.0
2522,django-oscar,factory-boy,13003.0
2523,django-oscar,django-widget-tweaks,13003.0
2524,django-oscar,django-treebeard,13003.0
2525,django-oscar,django-tables2,13003.0
2526,django-oscar,django-haystack,13003.0
2527,django-oscar,django-extra-views,13003.0
2528,django-oscar,django,13003.0
2529,django-oscar,Unidecode,13003.0
2530,django-oscar,Babel,13003.0
2531,django-oscar,sorl-thumbnail,13003.0
2532,django-oscar,purl,13003.0
2533,django-oscar,pillow,13003.0
2534,django-oscar,phonenumbers,13003.0
2535,django-oscar,mock,13003.0
2536,django-oscar,factory-boy,13003.0
2537,django-oscar,django-widget-tweaks,13003.0
2538,django-oscar,django-treebeard,13003.0
2539,django-oscar,django-tables2,13003.0
2540,django-oscar,django-haystack,13003.0
2541,django-oscar,django-extra-views,13003.0
2542,django-oscar,django,13003.0
2543,django-oscar,Unidecode,13003.0
2544,django-oscar,Babel,13003.0
2545,django-oscar,sorl-thumbnail,13003.0
2546,django-oscar,purl,13003.0
2547,django-oscar,pillow,13003.0
2548,django-oscar,phonenumbers,13003.0
2549,django-oscar,mock,13003.0
2550,django-oscar,factory-boy,13003.0
2551,django-oscar,django-widget-tweaks,13003.0
2552,django-oscar,django-treebeard,13003.0
2553,django-oscar,django-tables2,13003.0
2554,django-oscar,django-haystack,13003.0
2555,django-oscar,django-extra-views,13003.0
2556,django-oscar,django,13003.0
2557,django-oscar,Unidecode,13003.0
2558,django-oscar,Babel,13003.0
2559,django-oscar,sorl-thumbnail,13003.0
2560,django-oscar,purl,13003.0
2561,django-oscar,pillow,13003.0
2562,django-oscar,phonenumbers,13003.0
2563,django-oscar,mock,13003.0
2564,django-oscar,factory-boy,13003.0
2565,django-oscar,django-widget-tweaks,13003.0
2566,django-oscar,django-treebeard,13003.0
2567,django-oscar,django-tables2,13003.0
2568,django-oscar,django-haystack,13003.0
2569,django-oscar,django-extra-views,13003.0
2570,django-oscar,django,13003.0
2571,django-oscar,Unidecode,13003.0
2572,django-oscar,Babel,13003.0
2573,django-oscar,sorl-thumbnail,13003.0
2574,django-oscar,purl,13003.0
2575,django-oscar,pillow,13003.0
2576,django-oscar,phonenumbers,13003.0
2577,django-oscar,mock,13003.0
2578,django-oscar,factory-boy,13003.0
2579,django-oscar,django-widget-tweaks,13003.0
2580,django-oscar,django-treebeard,13003.0
2581,django-oscar,django-tables2,13003.0
2582,django-oscar,django-haystack,13003.0
2583,django-oscar,django-extra-views,13003.0
2584,django-oscar,django,13003.0
2585,django-oscar,Unidecode,13003.0
2586,django-oscar,Babel,13003.0
2587,django-oscar,sorl-thumbnail,13003.0
2588,django-oscar,purl,13003.0
2589,django-oscar,pillow,13003.0
2590,django-oscar,phonenumbers,13003.0
2591,django-oscar,mock,13003.0
2592,django-oscar,factory-boy,13003.0
2593,django-oscar,django-widget-tweaks,13003.0
2594,django-oscar,django-treebeard,13003.0
2595,django-oscar,django-tables2,13003.0
2596,django-oscar,django-haystack,13003.0
2597,django-oscar,django-extra-views,13003.0
2598,django-oscar,django,13003.0
2599,django-oscar,Unidecode,13003.0
2600,django-oscar,Babel,13003.0
2601,django-oscar,sorl-thumbnail,13003.0
2602,django-oscar,purl,13003.0
2603,django-oscar,pillow,13003.0
2604,django-oscar,phonenumbers,13003.0
2605,django-oscar,mock,13003.0
2606,django-oscar,factory-boy,13003.0
2607,django-oscar,django-widget-tweaks,13003.0
2608,django-oscar,django-treebeard,13003.0
2609,django-oscar,django-tables2,13003.0
2610,django-oscar,django-haystack,13003.0
2611,django-oscar,django-extra-views,13003.0
2612,django-oscar,django,13003.0
2613,django-oscar,Unidecode,13003.0
2614,django-oscar,Babel,13003.0
2615,django-oscar,sorl-thumbnail,13003.0
2616,django-oscar,purl,13003.0
2617,django-oscar,pillow,13003.0
2618,django-oscar,phonenumbers,13003.0
2619,django-oscar,mock,13003.0
2620,django-oscar,factory-boy,13003.0
2621,django-oscar,django-widget-tweaks,13003.0
2622,django-oscar,django-treebeard,13003.0
2623,django-oscar,django-tables2,13003.0
2624,django-oscar,django-haystack,13003.0
2625,django-oscar,django-extra-views,13003.0
2626,django-oscar,django,13003.0
2627,django-oscar,Unidecode,13003.0
2628,django-oscar,Babel,13003.0
2629,django-oscar,sorl-thumbnail,13003.0
2630,django-oscar,purl,13003.0
2631,django-oscar,pillow,13003.0
2632,django-oscar,phonenumbers,13003.0
2633,django-oscar,mock,13003.0
2634,django-oscar,factory-boy,13003.0
2635,django-oscar,django-widget-tweaks,13003.0
2636,django-oscar,django-treebeard,13003.0
2637,django-oscar,django-tables2,13003.0
2638,django-oscar,django-haystack,13003.0
2639,django-oscar,django-extra-views,13003.0
2640,django-oscar,django,13003.0
2641,django-oscar,Unidecode,13003.0
2642,django-oscar,Babel,13003.0
2643,django-oscar,sorl-thumbnail,13003.0
2644,django-oscar,purl,13003.0
2645,django-oscar,pillow,13003.0
2646,django-oscar,phonenumbers,13003.0
2647,django-oscar,mock,13003.0
2648,django-oscar,factory-boy,13003.0
2649,django-oscar,django-widget-tweaks,13003.0
2650,django-oscar,django-treebeard,13003.0
2651,django-oscar,django-tables2,13003.0
2652,django-oscar,django-haystack,13003.0
2653,django-oscar,django-extra-views,13003.0
2654,django-oscar,django,13003.0
2655,django-oscar,Unidecode,13003.0
2656,django-oscar,Babel,13003.0
2657,django-oscar,sorl-thumbnail,13003.0
2658,django-oscar,purl,13003.0
2659,django-oscar,pillow,13003.0
2660,django-oscar,phonenumbers,13003.0
2661,django-oscar,mock,13003.0
2662,django-oscar,factory-boy,13003.0
2663,django-oscar,django-widget-tweaks,13003.0
2664,django-oscar,django-treebeard,13003.0
2665,django-oscar,django-tables2,13003.0
2666,django-oscar,django-haystack,13003.0
2667,django-oscar,django-extra-views,13003.0
2668,django-oscar,django,13003.0
2669,django-oscar,Unidecode,13003.0
2670,django-oscar,Babel,13003.0
2671,django-oscar,sorl-thumbnail,13003.0
2672,django-oscar,purl,13003.0
2673,django-oscar,pillow,13003.0
2674,django-oscar,phonenumbers,13003.0
2675,django-oscar,mock,13003.0
2676,django-oscar,factory-boy,13003.0
2677,django-oscar,django-widget-tweaks,13003.0
2678,django-oscar,django-treebeard,13003.0
2679,django-oscar,django-tables2,13003.0
2680,django-oscar,django-haystack,13003.0
2681,django-oscar,django-extra-views,13003.0
2682,django-oscar,django,13003.0
2683,django-oscar,Unidecode,13003.0
2684,django-oscar,Babel,13003.0
2685,django-oscar-accounts,pytest-django,825.0
2686,django-oscar-accounts,pytest-cov,825.0
2687,django-oscar-accounts,pytest,825.0
2688,django-oscar-accounts,django-webtest,825.0
2689,django-oscar-accounts,python-dateutil,825.0
2690,django-oscar-accounts,django-oscar,825.0
2691,django-oscar-cybersource,djangorestframework,896.0
2692,django-oscar-cybersource,django-statsd-mozilla,896.0
2693,django-oscar-cybersource,django-oscar-api,896.0
2694,django-oscar-cybersource,django-oscar,896.0
2695,django-oscar-cybersource,Django,896.0
2696,django-oscar-eway,django-oscar,257.0
2697,django-oscar-eway,requests,257.0
2698,django-otp,django,16510.0
2699,django-otp-agents,django-otp,753.0
2700,django-otp-agents,django-agent-trust,753.0
2701,django-otp-twilio,requests,3282.0
2702,django-otp-twilio,django-otp,3282.0
2703,django-otp-yubikey,django-otp,758.0
2704,django-otp-yubikey,YubiOTP,758.0
2705,django-pagination-fork,coverage;,1597.0
2706,django-pagination-fork,check-manifest;,1597.0
2707,django-password-reset,Django,3695.0
2708,django-pgallery,psycopg2,1062.0
2709,django-pgallery,django-model-utils,1062.0
2710,django-pgallery,django-markitup,1062.0
2711,django-pgallery,Pillow,1062.0
2712,django-pgallery,Django,1062.0
2713,django-photologue,django-sortedm2m,2872.0
2714,django-photologue,ExifRead,2872.0
2715,django-photologue,Django,2872.0
2716,django-photologue,Pillow,2872.0
2717,django-pipstatus,pip,181.0
2718,django-pipstatus,django,181.0
2719,django-polymodels,Django,1087.0
2720,django_polymorphic,setuptools,39215.0
2721,django-polymorphic-tree,future,2413.0
2722,django-polymorphic-tree,django-tag-parser,2413.0
2723,django-polymorphic-tree,django-polymorphic,2413.0
2724,django-polymorphic-tree,django-mptt,2413.0
2725,django-prefetch,Django,1349.0
2726,django-push,requests,1309.0
2727,django-push,Django,1309.0
2728,django-q,future,4052.0
2729,django-q,arrow,4052.0
2730,django-q,blessed,4052.0
2731,django-q,django-picklefield,4052.0
2732,django-q,django,4052.0
2733,django-qiniu-storage,requests,1296.0
2734,django-qiniu-storage,six,1296.0
2735,django-qiniu-storage,qiniu,1296.0
2736,django-querysetsequence,django,665.0
2737,django-queued-storage,django-appconf,786.0
2738,django-queued-storage,django-celery,786.0
2739,django-queued-storage,six,786.0
2740,django-ratelimit-backend,Django,2617.0
2741,django-record-lock,Django,220.0
2742,django-recurrence,pytz,852.0
2743,django-recurrence,python-dateutil,852.0
2744,django-redisboard,redis,1692.0
2745,django-rest-api,Django,654.0
2746,django-rest-knox,pyOpenSSL,880.0
2747,django-rest-knox,djangorestframework,880.0
2748,django-rest-knox,django,880.0
2749,django-rest-swagger,docutils,51502.0
2750,django-rest-swagger,djangorestframework,51502.0
2751,django-rest-swagger,PyYAML,51502.0
2752,django-rest-swagger,Django,51502.0
2753,django-reversion-compare,django-reversion,4032.0
2754,django-reversion-compare,Django,4032.0
2755,django-revision,GitPython,359.0
2756,django-rq-scheduler,psycopg2,351.0
2757,django-rq-scheduler,factory-boy,351.0
2758,django-rq-scheduler,rq-scheduler,351.0
2759,django-rq-scheduler,pytz,351.0
2760,django-rq-scheduler,django-rq,351.0
2761,django-rq-scheduler,django-model-utils,351.0
2762,django-rq-scheduler,django,351.0
2763,django-sayit,selenium;,765.0
2764,django-sayit,requests-cache;,765.0
2765,django-sayit,python-dateutil,765.0
2766,django-sayit,mock;,765.0
2767,django-sayit,lxml;,765.0
2768,django-sayit,django-nose,765.0
2769,django-sayit,Mutagen;,765.0
2770,django-sayit,beautifulsoup4;,765.0
2771,django-sayit,flake8;,765.0
2772,django-sayit,django-debug-toolbar;,765.0
2773,django-sayit,unicode-slugify,765.0
2774,django-sayit,six,765.0
2775,django-sayit,pytz,765.0
2776,django-sayit,pyasn1,765.0
2777,django-sayit,pyOpenSSL,765.0
2778,django-sayit,psycopg2,765.0
2779,django-sayit,ndg-httpsclient,765.0
2780,django-sayit,mysociety-django-sluggable,765.0
2781,django-sayit,mysociety-django-popolo,765.0
2782,django-sayit,elasticsearch,765.0
2783,django-sayit,easy-thumbnails,765.0
2784,django-sayit,django-subdomain-instances,765.0
2785,django-sayit,django-haystack,765.0
2786,django-sayit,django-bleach,765.0
2787,django-sayit,audioread,765.0
2788,django-sayit,Django-Select2,765.0
2789,django-sayit,Django,765.0
2790,django-secure-js-login,Django,370.0
2791,django-secure-js-login,django-otp,370.0
2792,Django-Shelf,selenium;,642.0
2793,Django-Shelf,scripttest;,642.0
2794,Django-Shelf,nose;,642.0
2795,Django-Shelf,Django,642.0
2796,django-smartfields,Django,1094.0
2797,django-smart-pagination,pytest-django;,237.0
2798,django-smart-pagination,pytest-cov;,237.0
2799,django-smart-pagination,pytest;,237.0
2800,django-smart-pagination,Jinja2;,237.0
2801,django-smart-pagination,Django,237.0
2802,django-socialnetworks,requests[security];,1319.0
2803,django-socialnetworks,pytz,1319.0
2804,django-socialnetworks,unidecode,1319.0
2805,django-socialnetworks,requests-oauthlib,1319.0
2806,django-socialnetworks,Django,1319.0
2807,django-sonic-screwdriver,wheel,1120.0
2808,django-sonic-screwdriver,six,1120.0
2809,django-sonic-screwdriver,wheel,1120.0
2810,django-sonic-screwdriver,six,1120.0
2811,django-sonic-screwdriver,wheel,1120.0
2812,django-sonic-screwdriver,six,1120.0
2813,django-sonic-screwdriver,wheel,1120.0
2814,django-sonic-screwdriver,six,1120.0
2815,django-ssify,Django,465.0
2816,django-star-ratings,django-model-utils,1009.0
2817,django-star-ratings,django-braces,1009.0
2818,django-star-ratings,django,1009.0
2819,django-statictemplate,django,955.0
2820,django-status-cats,django,71.0
2821,django-storage-swift,six,1424.0
2822,django-storage-swift,python-swiftclient,1424.0
2823,django-storage-swift,python-magic,1424.0
2824,django-storage-swift,python-keystoneclient,1424.0
2825,django-sudo,flake8;,4187.0
2826,django-sudo,pytest-django;,4187.0
2827,django-sudo,pytest-cov;,4187.0
2828,django-sudo,pytest;,4187.0
2829,django-sudo,Django,4187.0
2830,django-suit-rq,django-rq,132.0
2831,django-suit-rq,django-suit,132.0
2832,django-sundial,tox;,496.0
2833,django-sundial,pytz,496.0
2834,django-sundial,Django,496.0
2835,django-tagulous,unidecode;,631.0
2836,django-tagulous,tox;,631.0
2837,django-tagulous,jasmine;,631.0
2838,django-template-shortcuts,django,316.0
2839,django-tenancy,django-mutant,350.0
2840,django-tenancy,django-hosts;,350.0
2841,django-tenancy,Django,350.0
2842,django-testbox,selenium,771.0
2843,django-testbox,django,771.0
2844,django-tinymce4-lite,Django,918.0
2845,django-tools,Django,3808.0
2846,django-triflesoft-certificate-auth,django,115.0
2847,django-triflesoft-deferred,requests,59.0
2848,django-triflesoft-deferred,django,59.0
2849,django-triflesoft-freshdesk,django,57.0
2850,django-triflesoft-holidays,django-triflesoft-localization,56.0
2851,django-triflesoft-holidays,django,56.0
2852,django-triflesoft-localization,django,64.0
2853,django-triflesoft-locations,django-triflesoft-localization,60.0
2854,django-triflesoft-locations,django,60.0
2855,django-triflesoft-loginas,django,60.0
2856,django-triflesoft-organizations,django-triflesoft-locations,112.0
2857,django-triflesoft-organizations,django-triflesoft-localization,112.0
2858,django-triflesoft-organizations,django,112.0
2859,django-triflesoft-pages,weasyprint,196.0
2860,django-triflesoft-pages,django-triflesoft-localization,196.0
2861,django-triflesoft-pages,django,196.0
2862,django-triflesoft-statsd,django,61.0
2863,django-triflesoft-tags,django-triflesoft-localization,58.0
2864,django-triflesoft-tags,django,58.0
2865,django-triflesoft-token-auth,django,117.0
2866,django-tutelary,django-audit-log,3362.0
2867,django-tutelary,Django,3362.0
2868,django-useful-fields,pytz,576.0
2869,django-useful-fields,bleach,576.0
2870,django-useful-fields,Markdown,576.0
2871,django-useful-fields,Django,576.0
2872,django-uwsgi-cache,Django,573.0
2873,django-vanilla,django-testscenarios,424.0
2874,django-vanilla,bleach,424.0
2875,django-vanilla,Django,424.0
2876,django-verification,Django,512.0
2877,django-view-export,Django,595.0
2878,django-webtest,webtest,15913.0
2879,Djheroku,Django,632.0
2880,dj-labeler,Django,814.0
2881,dj-mongohq-url,six,200.0
2882,djproxy,six,1734.0
2883,djproxy,requests,1734.0
2884,djproxy,django,1734.0
2885,dmdj,requests,519.0
2886,dmdj,Django,519.0
2887,dmsa,requests,1121.0
2888,dmsa,docopt,1121.0
2889,dmsa,SQLAlchemy,1121.0
2890,dmsa,Flask,1121.0
2891,dmsa,ERAlchemy,1121.0
2892,dnszonetest,dnspython,420.0
2893,doan,matplotlib,425.0
2894,doc2dash,zope.interface,2648.0
2895,doc2dash,six,2648.0
2896,doc2dash,lxml,2648.0
2897,doc2dash,colorama,2648.0
2898,doc2dash,click,2648.0
2899,doc2dash,beautifulsoup4,2648.0
2900,doc2dash,attrs,2648.0
2901,doc2dash,Sphinx,2648.0
2902,doc8,stevedore,9706.0
2903,doc8,six,9706.0
2904,doc8,restructuredtext-lint,9706.0
2905,doc8,docutils,9706.0
2906,doc8,chardet,9706.0
2907,docker-registry-driver-git,docker-registry-core,103.0
2908,docker-registry-driver-git,GitPython,103.0
2909,docker-software-manager,docker-compose,1510.0
2910,dockerspawner,jupyterhub,638.0
2911,dockerspawner,escapism,638.0
2912,dockerspawner,docker-py,638.0
2913,docktree,docker-py,375.0
2914,dock-upload-test,coverage;,208.0
2915,dock-upload-test,check-manifest;,208.0
2916,docraptor,urllib3,1110.0
2917,docraptor,six,1110.0
2918,docraptor,python-dateutil,1110.0
2919,docraptor,certifi,1110.0
2920,documenteer,tox,178.0
2921,documenteer,sphinx-prompt,178.0
2922,documenteer,sphinx,178.0
2923,documenteer,future,178.0
2924,documenteer,PyYAML,178.0
2925,Documint,lxml,469.0
2926,Documint,Twisted[tls],469.0
2927,dojson,pytest,2021.0
2928,dojson,pytest-pep8,2021.0
2929,dojson,pytest-cov,2021.0
2930,dojson,pytest-cache,2021.0
2931,dojson,pydocstyle,2021.0
2932,dojson,mock,2021.0
2933,dojson,isort,2021.0
2934,dojson,coverage,2021.0
2935,dojson,coverage,2021.0
2936,dojson,check-manifest,2021.0
2937,dojson,jsonschema,2021.0
2938,dojson,Sphinx,2021.0
2939,dojson,jsonschema,2021.0
2940,dojson,pytest,2021.0
2941,dojson,pytest-pep8,2021.0
2942,dojson,pytest-cov,2021.0
2943,dojson,pytest-cache,2021.0
2944,dojson,pydocstyle,2021.0
2945,dojson,mock,2021.0
2946,dojson,isort,2021.0
2947,dojson,coverage,2021.0
2948,dojson,coverage,2021.0
2949,dojson,check-manifest,2021.0
2950,dojson,Sphinx,2021.0
2951,dojson,jsonschema,2021.0
2952,dojson,pytest,2021.0
2953,dojson,pytest-pep8,2021.0
2954,dojson,pytest-cov,2021.0
2955,dojson,pytest-cache,2021.0
2956,dojson,pydocstyle,2021.0
2957,dojson,mock,2021.0
2958,dojson,isort,2021.0
2959,dojson,coverage,2021.0
2960,dojson,coverage,2021.0
2961,dojson,check-manifest,2021.0
2962,dojson,Sphinx,2021.0
2963,dojson,six,2021.0
2964,dojson,simplejson,2021.0
2965,dojson,lxml,2021.0
2966,dojson,click,2021.0
2967,Dokang,pyramid-chameleon,1960.0
2968,Dokang,pyramid,1960.0
2969,Dokang,beautifulsoup4,1960.0
2970,Dokang,Whoosh,1960.0
2971,Dokang,WTForms,1960.0
2972,Dokang,Chameleon,1960.0
2973,do-latency,tqdm,925.0
2974,do-latency,terminaltables,925.0
2975,do-latency,six,925.0
2976,donuts,scipy,720.0
2977,donuts,numpy,720.0
2978,donuts,astropy,720.0
2979,donuts,scipy,720.0
2980,donuts,numpy,720.0
2981,donuts,astropy,720.0
2982,dota,arrow,508.0
2983,dota,pandas,508.0
2984,dota,numpy,508.0
2985,dota,requests,508.0
2986,dota,lxml,508.0
2987,dotmod,six,312.0
2988,DotStar_Emulator,pillow,466.0
2989,DotStar_Emulator,blinker,466.0
2990,DotStar_Emulator,six,466.0
2991,DotStar_Emulator,pygame,466.0
2992,dowser-py3,zc.recipe.egg,272.0
2993,dowser-py3,zc.buildout,272.0
2994,dowser-py3,z3c.recipe.scripts,272.0
2995,dowser-py3,pbr,272.0
2996,dowser-py3,packaging,272.0
2997,dowser-py3,infi.recipe.console-scripts,272.0
2998,dowser-py3,infi.pyutils,272.0
2999,dowser-py3,emport,272.0
3000,dowser-py3,Pillow,272.0
3001,dowser-py3,Logbook,272.0
3002,dowser-py3,CherryPy,272.0
3003,dox,six,243.0
3004,dox,PyYAML,243.0
3005,dox,argparse,243.0
3006,dox,pbr,243.0
3007,Dozer,nose;,1087.0
3008,Dozer,mock;,1087.0
3009,Dozer,WebTest;,1087.0
3010,Dozer,Pillow;,1087.0
3011,Dozer,WebOb,1087.0
3012,Dozer,Mako,1087.0
3013,dragnet,Cython,505.0
3014,dragnet,lxml,505.0
3015,dragnet,scikit-learn,505.0
3016,dragnet,numpy,505.0
3017,dragnet,scipy,505.0
3018,dragnet,mozsci,505.0
3019,draw-compose,pygraphviz,420.0
3020,draw-compose,docker-compose,420.0
3021,driven,bokeh,164.0
3022,driven,numpy,164.0
3023,driven,pyzmq,164.0
3024,driven,ipython,164.0
3025,driven,cobra,164.0
3026,driven,sympy,164.0
3027,driven,cameo,164.0
3028,dropbox,six,21137.0
3029,dropbox,requests,21137.0
3030,dropbox,urllib3,21137.0
3031,DRY-orm,psycopg2,162.0
3032,dsadd,coverage;,210.0
3033,dsadd,pytest;,210.0
3034,ds_utils,boto,1036.0
3035,dtw,numpy,486.0
3036,DukeDSClient,requests,1283.0
3037,DukeDSClient,PyYAML,1283.0
3038,durga,schema,342.0
3039,durga,requests,342.0
3040,durga,bumpversion,342.0
3041,durga,isort,342.0
3042,durga,pdbpp,342.0
3043,durga,Sphinx,342.0
3044,durga,httpretty,342.0
3045,durga,pytest-cov,342.0
3046,durga,pytest-flakes,342.0
3047,durga,pytest-httpretty,342.0
3048,durga,pytest-pep8,342.0
3049,durga,pytest,342.0
3050,durga,python-dateutil,342.0
3051,durga,six,342.0
3052,durga,tox,342.0
3053,durga,virtualenv,342.0
3054,dynamo3,six,17687.0
3055,dynamo3,botocore,17687.0
3056,dynd,numpy,55.0
3057,dynd,cython,55.0
3058,dyndnsc,requests,910.0
3059,dyndnsc,setuptools,910.0
3060,dyndnsc,IPy,910.0
3061,dyndnsc,argparse,910.0
3062,dyndnsc,pyOpenSSL,910.0
3063,dyndnsc,ndg-httpsclient,910.0
3064,dyndnsc,pyasn1,910.0
3065,E200,Pillow,643.0
3066,E200,SciSalt,643.0
